,train acc,test acc
0,0.4375,0.3333333333333333
1,0.640625,0.4166666666666667
2,0.6875,0.4166666666666667
3,0.65625,0.5
4,0.65625,0.5
5,0.640625,0.5
6,0.640625,0.5833333333333334
7,0.65625,0.5
